translation.errors.ADMIN_WORKSHOP_EDIT_FAILED,无法编辑研讨会。请稍后再试。
translation.errors.USER_EDIT_DATAPACK_FAILED,无法编辑用户数据包。请稍后再试。
translation.errors.USER_FETCH_DATAPACK_FAILED,无法获取用户数据包。请稍后再试。
translation.errors.USER_REPLACE_DATAPACK_FILE_FAILED,无法替换用户数据包文件。请稍后再试。
translation.errors.USER_REPLACE_DATAPACK_PROFILE_IMAGE_FAILED,无法替换用户数据包封面图片。请稍后再试。
translation.errors.DATAPACK_TITLE_LEADING_TRAILING_WHITESPACE,数据包标题不能包含首尾空格。
translation.errors.ADMIN_FETCH_PRIVATE_DATAPACKS_FAILED,无法获取私有数据包。请稍后再试。
translation.errors.ADMIN_PRIORITY_BATCH_UPDATE_FAILED,无法批量更新数据包优先级。请联系服务器管理员。
translation.errors.ADMIN_ADD_OFFICIAL_DATAPACK_TO_WORKSHOP_FAILED,无法向研讨会添加官方数据包。请稍后再试。
translation.errors.ADMIN_SERVER_DATAPACK_ALREADY_EXISTS,该服务器数据包已在研讨会中存在。请另选数据包。
translation.errors.ADMIN_WORKSHOP_ENDED,研讨会已结束，无法再编辑或添加数据包。
translation.errors.WORKSHOP_FETCH_DATAPACK_FAILED,无法获取研讨会数据包。请稍后再试。
translation.errors.METADATA_NOT_FOUND,未找到元数据。请稍后再试。
translation.errors.INVALID_CROSSPLOT_CONVERSION,无效的交叉图转换。请为 Y 轴选择有效图表。
translation.errors.INVALID_CROSSPLOT_UNITS,请选择不同的 Y 轴单位。该单位无法转换。
translation.errors.CROSSPLOT_CONVERSION_FAILED,交叉图转换失败。请稍后再试。
translation.errors.NO_MODELS,转换至少需要 2 个模型。请在主视图中点击图表以添加模型。
translation.errors.CROSSPLOT_SETTINGS_MISMATCH,交叉图设置不匹配。请使用最新更改重新生成交叉图。
translation.errors.ADMIN_ADD_FILES_TO_WORKSHOP_FAILED,无法向研讨会添加文件。请稍后再试。
translation.errors.ADMIN_ADD_COVER_TO_WORKSHOP_FAILED,无法为研讨会添加封面。请稍后再试。
translation.errors.INVALID_FILE_FORMAT,文件格式无效。
translation.errors.WORKSHOP_FILE_NOT_FOUND_FOR_DOWNLOAD,服务器上未找到请求的研讨会文件。请稍后再试或联系技术支持。
translation.errors.WORKSHOP_FILE_DOWNLOAD_NOT_AUTHORIZED,请先注册该研讨会以下载文件。
translation.errors.INVALID_DATAPACK_HASH,提供的 Treatise 数据包哈希无效。
translation.errors.USER_FETCH_HISTORY_FAILED,无法获取用户历史记录。请稍后再试。
translation.errors.USER_DELETE_HISTORY_FAILED,无法删除用户历史记录。请稍后再试。
translation.errors.USER_LONDON_DATABASE_FAILED,无法获取 London 数据库。请稍后再试。
translation.errors.USER_FETCH_HISTORY_METADATA_FAILED,无法获取用户历史记录元数据。请稍后再试。
translation.errors.USER_FETCH_HISTORY_FAILED_DATAPACKS_MISSING,由于文件缺失，此图表记录无法加载，已从您的历史记录中移除。
translation.errors.title,错误
translation.errors.USER_WORKSHOP_FILE_NOT_FOUND_FOR_DOWNLOAD,服务器上未找到请求的研讨会文件。请稍后再试或联系技术支持。
translation.errors.LOGIN_TO_GENERATE_CUSTOM_CONVERTED_DATAPACK,请登录以进一步上传并自定义此数据包。
translation.errors.DATAPACK_COMMENT_FETCH_FAILED,获取数据包评论时发生错误。
translation.errors.DATAPACK_COMMENT_CREATION_FAILED,创建数据包评论时发生错误。
translation.errors.DATAPACK_COMMENT_DELETE_FAILED,删除数据包评论时发生错误。
translation.errors.DATAPACK_COMMENT_REPORT_FAILED,举报数据包评论时发生错误。
translation.errors.DATAPACK_COMMENT_NOT_FOUND,未找到数据包评论。
translation.errors.USER_SUBMIT_BUG_REPORT_FAILED,提交问题报告时发生错误。
translation.errors.INVALID_BUG_REPORT_FILE,附件类型无效。支持的类型为：.png、.jpg、.jpeg、.gif、.svg、.txt、.log、.json 或 .csv。
translation.errors.UNRECOGNIZED_PDF_FILE,无法识别的 PDF 文件。请上传有效的 PDF 文件。
translation.button.generate,生成
translation.button.generate-chart,生成图表
translation.button.remove-cache,清除缓存
translation.button.confirm-selection,确认选择
translation.button.generate-cross-plot,生成交叉图
translation.yes,是
translation.no,否
translation.languageNames.en-US,English
translation.languageNames.en,English
translation.languageNames.zh,中文
translation.languageNames.ru,Русский
translation.tours.quit,退出导览
translation.tours.finish,完成导览
translation.tours.next,下一步
translation.tours.back,上一步
translation.tours.qsg.step1,在“预设”页面中，我们提供预先配置好的设置，让您无需从头调整所有选项即可快速生成特定类型的图表。每个预设都包含指定的数据包、视觉样式和设置，使您只需一次点击即可创建图表。
translation.tours.qsg.step2,在“数据包”页面中，您可以选择生成图表所需的数据包。我们提供九个官方数据包，每一个都包含精心整理的数据集，用于特定主题的探索。关于数据包的详细指导，请参阅“帮助”页面“导览”部分中的“数据包导览”。
translation.tours.qsg.step3,在“图表”页面中，您可以查看已创建的图表，并深入探索地质事件的可视化结果。您还可以下载并保存这些图表，以便参考或进一步分析。
translation.tours.qsg.step4,在“设置”页面中，您可以自定义图表的各个方面，例如调整比例和时间范围、选择要显示的行、设置背景颜色和字体样式等。根据您的需求与偏好优化图表显示。关于设置的详细指导，请参阅“帮助”页面“导览”部分中的“设置导览”。
translation.tours.qsg.step5,在“帮助”页面中，您可以找到有关如何使用本网站的详细说明和帮助信息。
translation.tours.qsg.step6,在“研讨会”页面中，您可以访问各种教学和实验性教程，获取深入的指导。在这里可以查看您已注册的研讨会，参与相关内容并通过实践提升技能。
translation.tours.qsg.step7,“关于”页面提供有关我们的开发团队的信息。
translation.tours.qsg.step8,点击此处登录，以解锁前面提到的功能，例如访问已注册的研讨会。登录后，您还可以上传数据包并充分利用所有功能。
translation.tours.datapack.step1,在此切换数据包的不同显示方式：列表视图、卡片视图或紧凑视图。
translation.tours.datapack.step2,通过点击复选框来添加数据包。
translation.tours.datapack.step3,点击“取消选择”图标以取消选择所有数据包。
translation.tours.datapack.step4,别忘了确认您的选择。
translation.tours.settings.step1,在“时间”设置中，您可以为数据指定“间隔顶部”和“间隔底部”。这些字段用于定义起始和结束的年龄或阶段，可通过输入数值或使用下拉菜单进行调整。同时可以调整垂直比例，以控制图表中每一百万年的垂直空间。例如，将其设置得更大，可以拉开各时间段的间距，便于细致观察。
translation.tours.settings.step2,在“偏好”设置中，您可以自定义显示选项。例如，可以将在所选时间段内没有数据的列灰显、添加鼠标悬停提示以显示更多信息，或启用过滤和图例等功能。此外，您还可以从文件加载设置或将当前设置保存为文件，方便备份配置、与他人共享或快速应用以前保存的配置。
translation.tours.settings.step3,在“列”设置中，您可以深入自定义图表的外观和布局。在“列自定义”区域中，可以调整标题和移动行位置，使数据展示更清晰。您还可以按需启用或禁用某些元素，以适应不同的展示场景。在“字体选项”区域中，可以为标题和标签选择不同的字体、大小和样式，使重要信息更加突出或符合格式要求。请注意，高级列设置可能会因所用数据包不同而有所变化，以便更好地匹配数据特性。
translation.tours.settings.step4,在“搜索”设置中，您可以通过输入关键词快速定位特定列，并直接将其添加到图表中。只需输入与目标设置相关的词语，系统就会显示所有匹配结果。此功能在处理大量数据点或需要快速调整时尤其有用。
translation.tours.settings.step5,“字体”设置部分允许您自定义图表中文本的显示效果。您可以调整列标题、年龄标签等不同元素的字体样式和大小。各项设置具有继承性，可在保证整体一致性的同时按需覆盖。这里更改字体将系统范围生效，但您仍可在每个列的“更改字体”选项中对单列进行覆盖。通过尝试不同字体和大小，可以提升图表的可读性和视觉效果。
translation.tours.settings.step6,在“地图点”设置中，您可以访问和管理不同地点的地理数据点。此功能允许您在交互式地图上查看具体位置的详细信息。您可以切换不同地图图层，并查看包含经纬度及附加说明的数据点。请注意，并非所有数据包都包含地图点。
translation.tours.settings.step7,在“数据包”设置中，您可以选择用于生成图表的数据包。我们提供九个官方数据包，每个都包含针对特定主题的精心整理数据集。您会发现该页面与“数据包”主页面类似，选择可以在任一页面进行并互相同步。关于如何使用数据包的详细指导，请参阅“帮助”页面“导览”部分中的“数据包导览”。
